Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Primary Property Type - Self Selected
11354,In Compliance ,113.8,111,201.2,198.3,71,685.5,377.4,308.1,Senior Care Community
10458,In Compliance ,103,96.2,135.6,128.7,37,575.9,484.5,91.3,Multifamily Housing
10456,In Compliance ,89.8,89.9,140.3,140.7,74,390.5,259.2,131.4,Multifamily Housing
10468,In Compliance ,90.3,85.7,121.2,116.4,54,351.2,280.1,71.2,Multifamily Housing
11225,In Compliance ,89.8,85.8,120.6,116.5,49,1322.9,1054.2,268.7,Multifamily Housing
10011,In Compliance ,62.1,62.4,129.2,129.9,86,292.1,138.5,153.6,Office
10031,In Compliance ,6.6,6.6,17.4,17.4,100,25.6,4.4,21.2,Multifamily Housing
11225,In Compliance ,79.4,75.9,109.7,106,59,1590,1228.4,361.6,Multifamily Housing
11206,In Compliance ,125.6,121.8,172.7,168.9,13,2811.5,2184.2,627.3,Multifamily Housing
11206,In Compliance ,121.3,117.4,167.4,163.7,16,2719.3,2104.4,614.9,Multifamily Housing
11206,In Compliance ,123.2,119.3,167.2,163.2,16,2746.5,2164.9,581.6,Multifamily Housing
11206,In Compliance ,124.7,120.4,172.9,168.6,13,2799.8,2155.7,644.1,Multifamily Housing
11203,In Compliance ,95.2,92.4,125.3,122.1,52,298.7,243.3,55.4,Multifamily Housing
11234,In Compliance ,108.3,106.4,162.7,160.7,21,544.5,380.5,164,Multifamily Housing
11210,In Compliance ,90.6,88.7,121.1,119.2,66,630.3,504.7,125.6,Multifamily Housing
11226,In Compliance ,76.3,72.5,101.5,97.5,78,333.1,268.1,65,Multifamily Housing
11203,In Compliance ,79.8,76.2,107.1,103.3,78,277.6,221.4,56.1,Multifamily Housing
10305,In Compliance ,51.4,50.2,82.6,81.3,89,366.4,233.9,132.4,K-12 School
10024,In Compliance ,61.4,61.4,101.1,100.8,63,2519.6,1554.2,965.3,Multifamily Housing
11231,In Compliance ,58.7,57.7,108.1,107,12,844.1,432.6,411.6,Non-Refrigerated Warehouse
11104,In Compliance ,83.9,83.9,114,114,76,253.4,199.6,53.8,Multifamily Housing
10016,In Compliance ,63.4,61.3,118.1,115.8,58,313.6,157.4,156.3,Multifamily Housing
10023,In Compliance ,98.1,94.1,155.2,151.3,22,1096,714.2,381.7,Senior Care Community
10019,In Compliance ,110.3,105,249.2,243.8,38,874.7,338.1,536.6,Office
10455,In Compliance ,94.2,89.7,139.9,134.8,26,342,242.4,99.5,Multifamily Housing
10452,In Compliance ,131.8,127,186.5,181.5,3,461.2,346.7,114.5,Multifamily Housing
10021,In Compliance ,108572.9,106928.1,130664.7,128686,1,487756.5,3,487753.5,Residence Hall/Dormitory
11220,In Compliance ,8.3,7.3,14.1,13.1,99,29.1,17.1,11.9,Non-Refrigerated Warehouse
11230,In Compliance ,36.2,34.1,73.8,71.6,100,104.7,43.7,61,Office
10469,In Compliance ,141.1,134.6,176.8,170,1,1916.2,1640.7,275.5,K-12 School
10013,In Compliance ,105,104.6,229.7,229.3,52,737.2,257.1,480.2,Office
10469,In Compliance ,84,79.7,125,120.2,54,278.4,196.8,81.6,K-12 School
11205,In Compliance ,67.1,64.7,150.1,146.1,77,197.7,64.6,133.1,Office
11206,In Compliance ,47.8,44.3,66.4,62.6,100,282.6,217.2,65.4,Multifamily Housing
10461,In Compliance ,98.6,90.9,105,97.2,66,455.7,443.3,12.5,Multifamily Housing
11432,In Compliance ,70.4,66.5,86.1,81.9,81,405.2,356.2,49,Multifamily Housing
11226,In Compliance ,98.3,89.6,127.6,118.6,47,354.2,294.3,59.9,Multifamily Housing
11209,In Compliance ,63.2,57,85.6,79.2,78,265.8,211.5,54.3,Multifamily Housing
11377,In Compliance ,17.9,17.9,43.7,43.7,100,189.9,46.7,143.3,Multifamily Housing
11364,In Compliance ,167.8,152.4,185.8,169.9,11,1040,988.1,52,Multifamily Housing
11364,In Compliance ,164.9,148.2,181.2,163.9,13,1028.2,981.4,46.8,Multifamily Housing
10301,In Compliance ,162.3,158.7,275.9,270.4,30,937.6,550.2,387.4,Senior Care Community
10007,In Compliance ,111.9,107.5,178.4,174.4,59,1105.1,777.1,328.1,Office
11364,In Compliance ,98.4,88,113.1,102.3,77,1006.2,934.4,71.9,Multifamily Housing
11214,In Compliance ,74.3,72.1,99.2,96.9,71,309.9,248.5,61.4,Multifamily Housing
10463,In Compliance ,103.8,98.9,135.3,130.1,31,577.2,475.3,101.9,Multifamily Housing
10001,In Compliance ,62.7,58.4,132.1,128.4,89,623.2,287.5,335.8,Office
11102,In Compliance ,41.3,39.4,67.2,64.5,99,573.5,360.2,213.3,Multifamily Housing
11213,In Compliance ,92.7,89.5,134.7,131.4,44,764.4,556.8,207.6,Multifamily Housing
10468,In Compliance ,97.1,85.5,136.5,124.6,62,402.2,321.4,80.8,Multifamily Housing
10456,In Compliance ,104.9,104.7,204.8,204.2,28,454.7,207.9,246.9,Residence Hall/Dormitory
10019,In Compliance ,103.8,99.7,163.2,159.3,35,958.9,682.8,276.1,Multifamily Housing
11354,In Compliance ,99.6,94.1,195.4,188.9,56,979.3,443.6,535.7,Retail Store
10457,In Compliance ,92.7,86.2,127,120.5,52,374.5,299.3,75.1,Multifamily Housing
11208,In Compliance ,86.9,85.2,112.6,110.7,79,2286.7,1891.9,394.8,Multifamily Housing
10017,In Compliance ,191.5,180.6,405.5,391.2,7,1077.5,0,1077.5,Office
10003,In Compliance ,71.6,71.9,224.3,225.4,44,367.7,0.6,367.1,Office
11205,In Compliance ,49.4,49,94.2,93,95,258.5,123.8,134.7,Multifamily Housing
10028,In Compliance ,132.9,128.7,237.8,231.4,7,2002.6,1215.1,787.6,Multifamily Housing
10065,In Compliance ,68.6,68.7,120,120.3,84,655.2,407.9,247.2,Office
10065,In Compliance ,47.3,47.3,65.6,65.6,76,283.1,229,54.2,K-12 School
11215,In Compliance ,19.4,18.8,39.8,39.2,91,496.9,203.4,293.4,Non-Refrigerated Warehouse
10036,In Compliance ,84.7,81.3,135.8,132.2,30,332,212.6,119.4,Multifamily Housing
10034,In Compliance ,82.2,79.1,112.9,110,68,564.5,459.2,105.3,Multifamily Housing
10016,In Compliance ,146.1,142,199.7,195.8,3,1291.1,1053.5,237.6,Multifamily Housing
10065,In Compliance ,181.7,181.6,272.6,272.2,1,1971.1,1379.8,591.2,Multifamily Housing
10019,In Compliance ,80.6,79.1,197,195.8,74,819.9,247.5,572.4,Office
11215,In Compliance ,74.4,71.7,163.7,160,22,817.8,281,536.8,Multifamily Housing
10018,In Compliance ,66,62.2,121.5,118,90,843,494.7,348.3,Office
10001,In Compliance ,81.8,73.6,158.2,150,74,613.8,333,280.8,Office
11230,In Compliance ,63.8,62.3,89.3,87.8,77,995.6,763.5,232.1,Multifamily Housing
11214,In Compliance ,86.6,85.1,109.9,108.2,57,297.7,252.6,45.1,Multifamily Housing
11235,In Compliance ,69.9,68.2,91.3,89.6,79,316.1,259.4,56.7,Multifamily Housing
11365,In Compliance ,114.4,105.2,126.4,117.1,31,414.7,394.1,20.6,Multifamily Housing
11365,In Compliance ,140.2,129.1,154.1,143,14,439,418.5,20.6,Multifamily Housing
11365,In Compliance ,107.6,101.4,111.5,105.2,54,178.9,176.5,2.4,Multifamily Housing
10024,In Compliance ,63.2,60.1,126.4,122.6,70,395.7,0,395.7,K-12 School
10452,In Compliance ,112.9,99.5,156.5,143,26,479.9,378.1,101.8,Multifamily Housing
10457,In Compliance ,161.6,154.1,218.7,210.9,3,519.7,410.9,108.9,Multifamily Housing
10452,In Compliance ,51.2,50.1,86.8,85.7,94,277,179.3,97.7,Multifamily Housing
10004,In Compliance ,78.6,76.8,198.5,196.1,78,4680.3,986.3,3694,Office
10024,In Compliance ,77.3,74.4,111.8,108.8,60,1014.8,789.6,225.1,Multifamily Housing
10034,In Compliance ,86.9,82,112.5,107.4,75,525.3,448.9,76.4,Multifamily Housing
11360,In Compliance ,191.3,191,378.6,379.2,68,2390,1068,1321.9,Hospital (General Medical & Surgical)
10463,In Compliance ,86,82.6,115.8,112.1,65,535.4,425.4,110,Multifamily Housing
10304,In Compliance ,49.8,48.9,78.2,77.3,96,856,564.3,291.7,Multifamily Housing
10018,In Compliance ,48.8,48.8,57.7,57.7,52,320.5,291.7,28.8,Non-Refrigerated Warehouse
11207,In Compliance ,20.3,18.3,29.9,27.8,86,109.9,78.7,31.2,Non-Refrigerated Warehouse
10473,In Compliance ,44.8,41.6,67.9,64.6,74,340.7,234.9,105.7,Non-Refrigerated Warehouse
11207,In Compliance ,140.1,139.5,231.3,230.5,1,614.1,377,237.1,Non-Refrigerated Warehouse
10467,In Compliance ,10.8,10.8,27.3,27.3,100,59.3,12.3,47,Multifamily Housing
11201,In Compliance ,108.4,106,235.7,233.6,2,831.4,294.9,536.5,Multifamily Housing
10451,In Compliance ,127.7,126.4,172.4,170.9,13,1090.9,898,193,Multifamily Housing
11418,In Compliance ,44.5,43.7,88.5,87.1,71,167.4,73.6,93.8,Non-Refrigerated Warehouse
11373,In Compliance ,31.8,29.5,48.1,45.5,100,179.2,124.1,55.1,K-12 School
11231,In Compliance ,63.7,62.8,135.7,132.7,41,255.6,95.9,159.8,Multifamily Housing
10458,In Compliance ,72.9,69.9,98.1,95.5,80,371.4,306.2,65.2,Multifamily Housing
10031,In Compliance ,79.4,75.6,104.4,100.8,85,420.7,354.9,65.8,Multifamily Housing
11355,In Compliance ,107.1,102.7,160.3,155.1,28,615.1,431.9,183.2,Multifamily Housing
11354,In Compliance ,78.3,74.9,114.3,110.7,65,430.2,311.5,118.7,Multifamily Housing
11355,In Compliance ,100.9,100.8,129.7,129.3,42,1511.4,1297.4,214,Multifamily Housing
11218,In Compliance ,93.2,91.5,171.7,169.7,21,628,321.3,306.7,Multifamily Housing
10032,In Compliance ,126.2,117.5,160.3,151.3,21,615.6,533.6,82,Multifamily Housing
10034,In Compliance ,117.7,117.9,163.7,164.2,22,566.7,455.8,110.9,Multifamily Housing
11354,In Compliance ,89.7,89.7,122.4,122.5,55,993.3,810,183.2,Multifamily Housing
11433,In Compliance ,12.7,12.6,36,35.9,74,55,5.6,49.4,Non-Refrigerated Warehouse
10462,In Compliance ,43.7,43.7,137.1,137.1,47,1136,0,1136,Non-Refrigerated Warehouse
10467,In Compliance ,71.3,68.5,110.5,107.6,57,343.6,230.4,113.2,Multifamily Housing
10467,In Compliance ,105,101.4,141.3,137.5,59,402.3,320,82.3,Multifamily Housing
10467,In Compliance ,114.4,110.7,151.4,147.2,45,522,422.7,99.3,Multifamily Housing
10028,In Compliance ,65.8,62.8,96,92.7,74,303.5,234.3,69.2,Multifamily Housing
10036,In Compliance ,199.9,194.1,367.1,362.3,8,893.3,460.2,433.1,Office
10013,In Compliance ,201.2,195.5,423.7,418.6,2,814.8,314.2,500.6,Other
10019,In Compliance ,76.2,73.4,149.7,146.3,59,387.7,175.2,212.4,K-12 School
10463,In Compliance ,97,91.8,114.5,109.1,80,840.2,765.4,74.8,Multifamily Housing
10019,In Compliance ,65.6,63,111.3,108.7,70,281.5,165.5,116.1,Multifamily Housing
10473,In Compliance ,105.1,105.1,330.1,330.1,42,488.2,0,488.2,Office
10451,In Compliance ,122.3,117.9,159.4,154.9,23,783,644.6,138.5,Multifamily Housing
10451,In Compliance ,120,115.8,156.1,151.9,30,532.4,439,93.4,Multifamily Housing
10451,In Compliance ,133.9,127.9,177.9,171.8,12,814.1,656.3,157.7,Multifamily Housing
10458,In Compliance ,96.3,96.3,127.1,127.1,57,553.6,449.6,104,Multifamily Housing
10451,In Compliance ,150.7,150.6,189.3,188.9,3,1216.5,1040.6,175.9,Multifamily Housing
10458,In Compliance ,87,86.9,120.2,120.1,64,310.4,239.8,70.7,Multifamily Housing
10019,In Compliance ,281.9,271.3,593.6,582.5,2,4207.2,888.6,3318.6,Retail Store
11433,In Compliance ,69.6,68.4,105.6,104.4,79,368.1,254,114.1,Multifamily Housing
10016,In Compliance ,59.7,56.6,95.9,92.6,98,236.9,151.2,85.7,Multifamily Housing
10463,In Compliance ,99.1,96.5,140.1,137.7,36,601.3,476.8,124.6,Multifamily Housing
10027,In Compliance ,35.7,35.7,64.9,64.9,91,435.8,147.3,288.4,Residence Hall/Dormitory
10027,In Compliance ,5.4,5.2,6.7,6.4,100,26.9,23.5,3.4,Residence Hall/Dormitory
10467,In Compliance ,79.6,76.7,111.7,108.8,76,431.9,345.5,86.4,Multifamily Housing
10467,In Compliance ,72.8,70.6,106.2,104,82,411.2,316.5,94.8,Multifamily Housing
11237,In Compliance ,62.3,50,98.2,85.3,34,307.3,201.3,106,Non-Refrigerated Warehouse
11385,In Compliance ,44.9,44.4,116.5,116.3,90,180.6,33.5,147.1,Retail Store
10306,In Compliance ,234.9,233.3,606,604.6,68,1061.9,201.6,860.4,Supermarket/Grocery Store
11211,In Compliance ,135.2,130.6,285.1,278.8,24,645.7,248.3,397.5,Refrigerated Warehouse
10024,In Compliance ,30.3,30.3,60.9,60.9,98,259.6,111.6,148.1,Multifamily Housing
11201,In Compliance ,84.6,81.2,154.4,150.3,27,2542.7,1323.6,1219.1,Multifamily Housing
11415,In Compliance ,2,2,6.2,6.2,100,26.1,0,26.1,Multifamily Housing
11201,In Compliance ,63.5,60.5,89.4,86.2,87,223.8,169.3,54.5,K-12 School
11354,In Compliance ,165.7,160.8,195.4,190.5,2,955.4,870,85.4,Multifamily Housing
10025,In Compliance ,54.3,54.3,76.6,76.7,91,232.9,180,52.9,Multifamily Housing
11215,In Compliance ,6.9,5.8,9,7.9,100,46.3,37.7,8.5,Multifamily Housing
10026,In Compliance ,16.5,16.5,44.6,44.6,100,89.1,12.8,76.4,Multifamily Housing
11355,In Compliance ,90,86.1,120.3,116.3,67,846.3,700.7,145.6,Multifamily Housing
11385,In Compliance ,110.1,106.2,244.9,241.1,44,936.2,311.8,624.5,Retail Store
10035,In Compliance ,82.4,79.2,123,119.6,56,406.8,286.6,120.2,Multifamily Housing
10027,In Compliance ,0.1,0.1,0.1,0.1,100,0.3,0.3,0,Multifamily Housing
10027,In Compliance ,54.5,50.2,60.3,55.8,100,670,642.2,27.8,Office
10463,In Compliance ,69.5,69.5,76.3,76.3,97,276.7,266.8,9.8,Multifamily Housing
10463,In Compliance ,40,40,42,42,100,515.6,515.6,0,Multifamily Housing
10025,In Compliance ,8.1,8.1,15.2,15.2,100,22.3,11,11.3,Multifamily Housing
10027,In Compliance ,3.1,3.1,9.8,9.8,100,13.9,0,13.9,Multifamily Housing
10027,In Compliance ,15.4,15.4,48.5,48.5,100,155.9,0,155.9,Office
11214,In Compliance ,69.6,68.2,81.6,80.1,98,406,370.1,36,Multifamily Housing
10016,In Compliance ,75.6,74.5,185,184,10,1264.4,7.4,1257,Multifamily Housing
10469,In Compliance ,119.5,119.5,178,178,71,1646.3,1162.3,484,Senior Care Community
10466,In Compliance ,88,83.9,92.7,88.6,93,371.3,363.1,8.3,Multifamily Housing
11373,In Compliance ,76.7,73.6,107.9,104.6,75,490.1,370.6,119.5,Multifamily Housing
10463,In Compliance ,84.6,84.6,91.3,91.3,89,285.2,278.8,6.4,Multifamily Housing
10463,In Compliance ,63.2,60,70.6,67.3,99,191.3,181.8,9.5,Multifamily Housing
11373,In Compliance ,94.1,90.7,139.3,135.9,33,397.9,301,96.8,Multifamily Housing
11435,In Compliance ,86.4,84.7,96.3,94.4,71,667.9,635.6,32.3,Multifamily Housing
11435,In Compliance ,89.2,86.9,100.6,98.2,66,637.4,600.4,37.1,Multifamily Housing
11432,In Compliance ,113.2,111,126.7,124.3,31,531.4,504,27.4,Multifamily Housing
11432,In Compliance ,104.7,103,119.5,117.7,40,330.7,308.6,22.1,Multifamily Housing
11432,In Compliance ,107.3,102.5,198.7,193.8,63,942.1,518.1,424,Retail Store
10011,In Compliance ,86.9,83,150.6,145.3,3,724.9,412.6,312.2,Multifamily Housing
10003,In Compliance ,64,61.3,108.7,105.9,95,482.9,314.6,168.4,Office
11238,In Compliance ,102.2,98.5,138.8,134.9,35,481.9,379.3,102.5,Multifamily Housing
11219,In Compliance ,101.4,99.1,148.7,146.2,50,358.4,258.2,100.2,Multifamily Housing
11435,In Compliance ,74.6,73.6,111.2,110.1,52,258.1,182.1,76,Multifamily Housing
11370,In Compliance ,58.8,56.4,84,81.6,77,343.6,255.3,88.3,Multifamily Housing
11368,In Compliance ,109.4,104.8,154.3,149.6,33,411.7,310.5,101.2,Multifamily Housing
11236,In Compliance ,104.5,102.1,288.3,282.2,13,1053.9,131.2,922.6,Senior Care Community
11216,In Compliance ,156.7,149.1,198.3,190.3,4,527.3,447.3,80,Multifamily Housing
11238,In Compliance ,101.6,97.8,148.1,144.1,32,331.1,240.3,90.7,Multifamily Housing
11205,In Compliance ,105.6,101.9,153.5,149.6,2,393,286.2,106.8,Multifamily Housing
11209,In Compliance ,191.6,184.1,289.3,281.5,1,942.1,654,288.1,Multifamily Housing
10016,In Compliance ,133.8,130.3,253.7,249.7,9,390.3,189.3,201,Hotel
11215,In Compliance ,390.8,386.4,564.3,560.9,48,16842.9,12361.3,4481.5,Hospital (General Medical & Surgical)
10128,In Compliance ,21.4,21.4,63.4,63.4,100,87.2,5,82.2,Multifamily Housing
10021,In Compliance ,95.8,96.4,144.5,145.1,15,573.7,428.9,144.8,Multifamily Housing
11104,In Compliance ,112.6,107.9,141.7,137.1,22,503.6,439.8,63.8,Multifamily Housing
10463,In Compliance ,140.5,136,172.5,167.7,4,799.3,710.3,89,Multifamily Housing
10468,In Compliance ,125.2,118.3,154.9,147.9,10,888.5,785.3,103.1,Multifamily Housing
11236,In Compliance ,58.6,56.2,126.8,124.2,18,364,131,233,Non-Refrigerated Warehouse
10472,In Compliance ,74.6,69,102.6,96.7,77,258.5,200.6,57.9,Multifamily Housing
11218,In Compliance ,70.9,66.7,107.2,102.6,85,517.6,380.3,137.3,Multifamily Housing
10001,In Compliance ,49.9,47.1,73.7,70.7,95,207,147.9,59.2,Multifamily Housing
10029,In Compliance ,100.3,97,248.1,243.8,51,1433.6,404.5,1029.2,Office
10022,In Compliance ,83.2,81,193.2,191.1,75,533.7,89.7,444,Office
10016,In Compliance ,108.5,103.9,205.3,200.3,77,422.7,108,314.7,Office
11378,In Compliance ,179.5,175.7,228.1,223.9,1,3416.4,2918.5,498,Multifamily Housing
11377,In Compliance ,179.5,175.7,228.1,223.9,87,804.8,687.5,117.3,Retail Store
11236,In Compliance ,17.9,17.7,39.4,39.2,94,742.2,254.4,487.8,Non-Refrigerated Warehouse
10452,In Compliance ,16.2,16.2,41.3,41.3,100,90.5,18.3,72.3,Multifamily Housing
11214,In Compliance ,70.6,68.3,91.8,89.3,84,266.1,219.3,46.8,Multifamily Housing
11218,In Compliance ,89.2,87.4,122.4,120.4,62,459.2,357.5,101.6,Multifamily Housing
10471,In Compliance ,246.9,238.7,399.3,390.9,6,1662.8,1087.9,574.9,Residence Hall/Dormitory
10038,In Compliance ,59.4,57.5,161.4,159.3,83,2909.2,0,2909.2,Office
10005,In Compliance ,58,56.4,137.1,135.2,89,4937.3,0.6,4936.8,Office
10018,In Compliance ,78.2,75.3,203.3,199.5,76,4220.8,129.2,4091.6,Office
10017,In Compliance ,60,58.4,128.1,126.5,94,722.9,323.4,399.5,Office
11239,In Compliance ,73.3,71.7,171.3,169.6,68,659.9,188.3,471.6,Retail Store
11420,In Compliance ,97.4,93.1,219.9,214.2,49,838.6,267.5,571,Retail Store
11101,In Compliance ,107.5,104.3,235,232.3,46,1013.5,354.4,659.1,Retail Store
11232,In Compliance ,96.7,94,221.1,218.4,53,949.2,290.6,658.6,Retail Store
10036,In Compliance ,112.3,107.8,283.2,276.4,42,5208.8,0,5208.8,Office
11213,In Compliance ,53.2,48.6,66.4,61.7,99,471.9,407.4,64.5,Multifamily Housing
11212,In Compliance ,76.6,73.6,125.7,122.7,80,332,208.7,123.3,Multifamily Housing
10465,In Compliance ,108.5,108.5,118.9,118.9,44,455.9,436.9,19,Multifamily Housing
11214,In Compliance ,89.2,87.6,203.6,202,54,839.8,259,580.8,Retail Store
11236,In Compliance ,41.9,41.5,109,108.6,51,1500.7,272.5,1228.2,Non-Refrigerated Warehouse
11354,In Compliance ,80.4,79.1,196.3,195.6,61,684,166.4,517.6,Retail Store
11214,In Compliance ,89.3,87.1,135.7,133.5,59,483,332.3,150.7,Multifamily Housing
11226,In Compliance ,97.7,89.9,131.2,123.3,57,468.4,379.9,88.5,Multifamily Housing
11226,In Compliance ,89.1,80.2,121.3,112.4,69,416.5,331.6,84.8,Multifamily Housing
11226,In Compliance ,79.6,77.4,111.8,109.5,77,314.6,239.6,75,Multifamily Housing
11212,In Compliance ,70.4,69.6,103.9,102.8,84,279.5,201.5,78,Multifamily Housing
11213,In Compliance ,64.9,63.3,97.1,95.5,83,265.4,186.3,79,Multifamily Housing
11212,In Compliance ,97.3,95.6,145.2,143.5,41,375.5,268.7,106.8,Multifamily Housing
11212,In Compliance ,78,75.1,114,111.1,79,302.1,222.3,79.8,Multifamily Housing
10003,In Compliance ,98,95.9,200.9,198.6,4,346.2,142.4,203.8,Multifamily Housing
11205,In Compliance ,113.9,108.7,178.9,171.9,11,701.6,462.4,239.3,Multifamily Housing
11226,In Compliance ,78.6,75.6,117.4,114.4,70,508.6,384.2,124.4,Multifamily Housing
11226,In Compliance ,68.1,66,97.3,95.1,83,278.1,206.6,71.5,Multifamily Housing
11225,In Compliance ,71.4,71.4,101.4,101.4,87,580,435.5,144.5,Multifamily Housing
11225,In Compliance ,98.2,96,131.1,128.7,56,925.1,749.2,176,Multifamily Housing
11225,In Compliance ,160.1,156.7,207.9,204.3,6,709.5,597.8,111.7,Multifamily Housing
11225,In Compliance ,86.4,83.2,116.6,113.3,77,275.1,218.8,56.3,Multifamily Housing
11203,In Compliance ,84,83.1,122.8,121.8,54,614.1,449.9,164.2,Multifamily Housing
11225,In Compliance ,84.2,81.9,95.4,93,91,267.8,251.3,16.4,Multifamily Housing
11225,In Compliance ,99.9,89.1,141.6,130.5,49,429.3,327.5,101.8,Multifamily Housing
11213,In Compliance ,79.2,73.4,118.5,112.6,75,628.4,446.8,181.6,Multifamily Housing
11203,In Compliance ,85.3,82.4,124.9,122.1,73,390.1,300.2,89.9,Multifamily Housing
11213,In Compliance ,99.9,93.1,137.7,130.8,48,659.9,518.1,141.8,Multifamily Housing
11213,In Compliance ,79.5,79.4,111.8,111.5,80,489.2,384.3,104.8,Multifamily Housing
11225,In Compliance ,90.6,90.6,118.8,118.8,68,372.2,315.1,57.1,Multifamily Housing
11226,In Compliance ,84.7,78.7,114.9,108.9,62,378.2,305,73.3,Multifamily Housing
11226,In Compliance ,79.8,76.7,116.2,113,64,247.1,179.4,67.7,Multifamily Housing
11206,In Compliance ,102.7,97.6,141.7,136.4,33,337.5,261.1,76.4,Multifamily Housing
10467,In Compliance ,109.4,101.9,159.1,151.1,27,3008.9,2321.5,687.4,Multifamily Housing
10312,In Compliance ,19,18.7,59.7,58.6,99,257.9,0,257.9,Multifamily Housing
11234,In Compliance ,99.2,96.9,145.4,143,44,783.8,564.8,219,Multifamily Housing
11201,In Compliance ,52.8,50.8,94.3,91.9,83,340.1,184,156.1,Multifamily Housing
10011,In Compliance ,107.7,101.5,296.1,288,41,1737.3,271.8,1465.5,Office
10017,In Compliance ,53.6,52,151.5,149.8,92,655.6,66.8,588.8,Office
10030,In Compliance ,77,74.4,130,127.5,56,1613.3,956.6,656.7,Multifamily Housing
10039,In Compliance ,126.2,120.8,182.1,176.7,17,785.6,576.7,208.8,Multifamily Housing
10011,In Compliance ,99.4,99.5,154.4,154.9,23,914.5,649.7,264.7,Multifamily Housing
10001,In Compliance ,84.8,84.7,124,123.9,76,321.1,246.8,74.3,Multifamily Housing
10033,In Compliance ,109.9,103.8,144.4,138,64,1110.3,936.2,174,Multifamily Housing
10022,In Compliance ,119.1,115.4,234.3,229.8,59,3040.9,0,3040.9,Office
11356,In Compliance ,70.9,67,114.3,110,64,555.8,353.1,202.7,Multifamily Housing
11365,In Compliance ,199.4,199.6,374.3,375.2,6,2760.2,1570.9,1189.3,Other
10025,In Compliance ,97.6,90.7,173.5,165.2,79,958.9,522.9,436,Hotel
10019,In Compliance ,96.6,95,220.5,219.8,72,660.9,203.7,457.2,Hotel
11101,In Compliance ,19.3,19.3,27.9,27.9,90,99.4,77.2,22.3,Distribution Center
10038,In Compliance ,52.8,49.9,113.5,109.2,84,409.1,149.7,259.4,Multifamily Housing
10038,In Compliance ,74.4,71,140.8,137.2,69,302.8,147.6,155.2,Multifamily Housing
10038,In Compliance ,59.9,58.1,134,132.1,94,1436.7,471.7,965,Office
10468,In Compliance ,99.1,95.5,133.3,129.3,41,299.2,238,61.2,Multifamily Housing
11375,In Compliance ,77.1,73.3,103.1,99.1,77,548.6,441.2,107.4,Multifamily Housing
11369,In Compliance ,100.5,93.8,161.8,154.8,21,568.5,367.2,201.3,Multifamily Housing
11375,In Compliance ,81.4,77.6,109.3,105.3,80,554,441.6,112.4,Multifamily Housing
10011,In Compliance ,71.7,69.3,131.8,128.9,26,428.2,219.9,208.3,Multifamily Housing
11357,In Compliance ,66.9,64.6,94.1,91.8,81,642.6,486.4,156.2,Multifamily Housing
11357,In Compliance ,67.9,63.4,95.7,91.1,79,652.4,492.1,160.3,Multifamily Housing
11357,In Compliance ,66.7,63.5,94.1,90.9,81,641.1,483.4,157.6,Multifamily Housing
11104,In Compliance ,37.1,37.1,116.4,116.4,68,526.8,0,526.8,Multifamily Housing
11101,In Compliance ,36.4,36.4,43.3,43.2,70,1814.3,1648.8,165.5,Non-Refrigerated Warehouse
10453,In Compliance ,92.6,89.7,132.6,129.5,50,1395.2,1034.7,360.6,Multifamily Housing
11212,In Compliance ,170.3,167.2,239.7,236.3,1,623,471.4,151.6,Multifamily Housing
10031,In Compliance ,158.2,152,231.7,225.3,4,1000.2,721.5,278.6,Multifamily Housing
11221,In Compliance ,178.7,174.6,278.1,273.8,1,473.5,315.9,157.6,Multifamily Housing
11221,In Compliance ,111.2,108.4,169.1,166.2,15,400.4,275.4,124.9,Multifamily Housing
11204,In Compliance ,91,89,124,121.3,45,264.5,207.4,57.1,Multifamily Housing
11216,In Compliance ,101,96.1,154.4,149.5,47,1162.9,854.9,308,Multifamily Housing
11216,In Compliance ,122.3,119.5,199.2,196.1,17,452.3,298.3,154,Multifamily Housing
10463,In Compliance ,110.9,110.9,198.5,198.5,3,459,247.4,211.6,Multifamily Housing
11226,In Compliance ,93.9,89.6,119.9,115.4,55,405.7,341,64.7,Multifamily Housing
11225,In Compliance ,87,82.8,131.9,127.5,25,365.7,252.5,113.1,Multifamily Housing
11225,In Compliance ,96.4,91.4,147.4,142.2,23,341.8,233.2,108.6,Multifamily Housing
11225,In Compliance ,85.4,81.5,136.2,132.3,30,371.5,252.1,119.5,Multifamily Housing
11219,In Compliance ,118.7,118.7,151,151.2,25,394.5,332.7,61.8,Multifamily Housing
11238,In Compliance ,107.8,103.3,166.8,161.9,23,324.7,218.5,106.2,Multifamily Housing
10466,In Compliance ,133.6,121.9,171.3,159.5,11,845.9,727.3,118.6,Multifamily Housing
11229,In Compliance ,110.8,108.7,137.7,135.6,31,657.4,567.3,90.1,Multifamily Housing
11210,In Compliance ,107.9,104.4,135.8,132.2,29,376.8,321.1,55.7,Multifamily Housing
11226,In Compliance ,94.2,90.6,122.3,118.6,35,674.9,557.5,117.4,Multifamily Housing
11226,In Compliance ,143.4,136.6,182.1,174.8,14,498.1,420.7,77.4,Multifamily Housing
